[22/01/20 09:10:04] @elonmusk - RT by @_Bergelmir_: Cancel Cancel Culture! (Tue 09:35:23) https://twitter.com/elonmusk/status/1262783922708058113
[22/02/05 13:10:04] @elonmusk - RT by @_Bergelmir_:  (Sat 12:19:53) http://twitter.com/elonmusk/status/1490057614436282383
[24/07/26 05:50:16] @elonmusk - RT @MAstronomers: The Oort cloud. Where the solar system ends. https://pbs.twimg.com/media/GTSr8sWXYAAjtBx.png (photo) (Fri 05:40:09) https://x.com/_/status/1816815772678619453
[24/07/26 07:14:20] @elonmusk - RT @cb_doge: 𝕏 is now the #1 news app on the AppStore in France 🥇  https://pbs.twimg.com/ext_tw_video_thumb/1803417661759692801/pu/img/BbKv8i9uLzzTHL64.jpg (video) (Fri 07:00:08) https://x.com/_/status/1816835901244207255
[24/07/26 16:06:11] @elonmusk - RT @Space_Station: The City of Light. 🤩🏅 Paris, where the 2024 #Olympics just kicked off, dazzles in these nighttime photos taken from the… (Fri 16:04:23) https://x.com/_/status/1816972865582805332
[24/07/26 17:02:22] @elonmusk - RT @Tesla: http://x.com/i/article/1816865878274633728 (Fri 16:59:44) https://x.com/_/status/1816986795613258061
[24/07/26 23:20:14] @elonmusk - RT @SpaceX: Falcon 9 lands on the Just Read the Instructions droneship https://pbs.twimg.com/amplify_video_thumb/1817075906575552512/img/VT351v4-7ATiYgPQ.jpg (video) (Fri 23:18:16) https://x.com/_/status/1817082057069080955
[24/07/26 23:20:16] @elonmusk - RT @SpaceX: Falcon 9 lifts off from pad 39A in Florida! https://pbs.twimg.com/amplify_video_thumb/1817073868286361602/img/qYWHQ4LvgVsYkXgd.jpg (video) (Fri 23:18:04) https://x.com/_/status/1817082007366615402
[24/07/26 23:27:06] @elonmusk - RT @johnkrausphotos: FALCON 9 RETURNS TO FLIGHT This morning’s launch of 23 Starlink satellites, seen here transiting the Moon, was the fi… (Fri 23:21:28) https://x.com/_/status/1817082862404866531
[24/07/27 00:14:08] @elonmusk - RT @SpaceX: Falcon 9 returns to flight and delivers 23 @Starlink satellites to low-Earth orbit https://pbs.twimg.com/media/GTeduQjagAAidHE.jpg (photo), https://pbs.twimg.com/media/GTedv9la8AAhWa1.jpg (photo) (Sat 00:10:04) https://x.com/_/status/1817095089832784285
[24/07/27 08:52:22] @elonmusk - RT @jeffskoll: Hi folks.  There was an article in today’s NY Times that reviewed X under the tenure of @elonmusk and @lindayaX (Linda Yac… (Sat 08:46:21) https://x.com/_/status/1817225019480572191
[24/07/27 13:53:20] @elonmusk - RT @jeffskoll: Elon Musk STUNS Jordan Peterson via @YouTube I watched the full 2 hour version of this interview th… https://youtu.be/x0uiD362T48?si=qe4TkE69HYO6NKDZ (Sat 13:47:40) https://x.com/_/status/1817300847027441940
[24/07/27 15:38:22] @elonmusk - RT @SpaceX: Full duration static fire of Flight 5 Starship https://pbs.twimg.com/media/GThhn6JbcAE2V_I.jpg (photo), https://pbs.twimg.com/media/GThhn7lbkAAWy11.jpg (photo) (Sat 15:36:28) https://x.com/_/status/1817328225799868570
[24/07/27 17:37:04] @elonmusk - RT @SpaceX: Targeting back-to-back @Starlink launches tonight from Florida and California → http://spacex.com/launches/ (Sat 17:35:49) https://x.com/_/status/1817358263312072766
[24/07/27 23:48:10] @elonmusk - RT @cb_doge: Please support 𝕏 however you can. This platform is upholding our right to free speech. 一 Sign up for 𝕏 Premium or Premium+ 一… (Sat 23:41:41) https://x.com/_/status/1817450336115740945
[24/07/28 00:07:05] @elonmusk - RT @GigaBasedDad: 🎯 https://pbs.twimg.com/media/GTei8_aXAAArGJz.jpg (photo) (Sun 00:01:08) https://x.com/_/status/1817455233351516629
[24/07/28 10:09:19] @elonmusk - RT @DefiantLs: Just saying... https://pbs.twimg.com/media/GTkxALbasAAe3wT.jpg (photo) (Sun 10:06:54) https://x.com/_/status/1817607675506774450
[24/07/28 13:46:20] @elonmusk - RT @GailAlfarATX: Listen to Elon Musk talk via livestream on 𝕏 about Tesla. Thanks to @theXtakeover  https://x.com/i/broadcasts/1OyKAZmPrPNGb (Sun 13:43:16) https://x.com/_/status/1817662127777145313
[24/07/28 16:13:16] @elonmusk - RT @WholeMarsBlog: Tesla FSD Beta 10 vs FSD (Supervised) 12.5 I took 12.5 on the exact same route I recorded FSD Beta 10 handling in Septe… (Sun 16:11:10) https://x.com/_/status/1817699349767626812
[24/07/28 21:28:17] @elonmusk - RT @marcorubio: Después de anunciar un fraude completo en las elecciones, espere que el régimen de Maduro ahora apague Internet dentro de #… (Sun 21:24:37) https://x.com/_/status/1817778230864048573
[24/07/28 21:28:19] @elonmusk - RT @MarioNawfal: 🚨 🇻🇪 SELFIE BY CHAVISTA WORKER ALLEGEDLY REVEALS MADURO'S DEFEAT A Chavista worker allegedly published a selfie from the… (Sun 21:21:26) https://x.com/_/status/1817777431236796479
[24/07/28 22:31:14] @elonmusk - RT @MarioNawfal: ELON: STARLINK MINI IS IDEAL FOR EMERGENCY SERVICES "The Starlink mini is extremely portable, about a quarter of the weig… (Sun 22:26:03) https://x.com/_/status/1817793691697742000
[24/07/28 22:45:21] @elonmusk - RT @JMilei: DICTADOR MADURO, AFUERA!!! Los venezolanos eligieron terminar con la dictadura comunista de Nicolás Maduro. Los datos anuncian… (Sun 22:42:50) https://x.com/_/status/1817797912874668230
[24/07/29 06:53:17] @elonmusk - RT @GiancarloSopo: 🚨BREAKING🚨 According to @delsasolorzano , the National Electoral Council in Venezuela has halted the transmission of vo… (Mon 06:48:08) https://x.com/_/status/1817920042656272588
[24/07/29 07:21:19] @elonmusk - RT @farzyness: On desktop with incognito on in Chrome: https://pbs.twimg.com/media/GTqS4c9XAAEv5JX.jpg (photo) (Mon 07:20:50) https://x.com/_/status/1817928273260904742
[24/07/29 07:42:19] @elonmusk - RT @johnkrausphotos: https://pbs.twimg.com/media/GTqWt-FWkAAdcv6.jpg (photo) (Mon 07:39:16) https://x.com/_/status/1817932913498902626
[24/07/29 08:10:31] @elonmusk - RT @eyeslasho: The Gender Death Gap seems a lot wider than the Gender Pay Gap. https://pbs.twimg.com/media/GTqZeykXMAAs5Zo.jpg (photo) (Mon 08:05:58) https://x.com/_/status/1817939632245416115
[24/07/29 08:10:37] @elonmusk - RT @SpeakerJohnson: President Biden’s proposal to radically overhaul the U.S. Supreme Court would tilt the balance of power and erode not o… (Mon 08:05:02) https://x.com/_/status/1817939395904729569
[24/07/29 08:31:19] @elonmusk - RT @MarioNawfal: 🚨 🇬🇧PUBERTY BLOCKERS BANNED FOR TRANS YOUTH IN UK The UK high court has upheld the Conservative government's emergency ba… (Mon 08:29:45) https://x.com/_/status/1817945616829313158
[24/07/29 14:07:21] @elonmusk - RT @UHN_Plus: 🇻🇪 | ÚLTIMA HORA Manifestantes en Venezuela continúan tumbando todas los carteles con la imagen del dictador Nicolás Maduro… (Mon 14:04:07) https://x.com/_/status/1818029761257746871
[24/07/29 14:14:22] @elonmusk - RT @JMilei: Los insultos del Dictador Maduro para mí son halagos. Casualmente repitiendo los mismos agravios de muchos “periodistas” bienpe… (Mon 14:09:30) https://x.com/_/status/1818031115652973046
[24/07/29 14:14:26] @elonmusk - RT @EmmaRincon: El presidente @JMilei envía un mensaje a los venezolanos: "El dictador Maduro ha cometido un fraude. Han despertado a los l… (Mon 14:07:05) https://x.com/_/status/1818030511467700543
[24/07/29 14:21:15] @elonmusk - RT @nayibbukele: Lo que vimos ayer en Venezuela no tiene otro nombre más que fraude. Una “elección” donde el resultado oficial no tiene rel… (Mon 14:20:14) https://x.com/_/status/1818033819527823466
[24/07/30 06:53:22] @elonmusk - RT @cb_doge: Just a reminder: If you're a website admin and still using the old  icon, please update it to 𝕏. https://pbs.twimg.com/amplify_video_thumb/1818279569025368064/img/cAIyMKpTAiAqdc7E.jpg (video) (Tue 06:40:25) https://x.com/_/status/1818280489041727627
[24/07/30 11:33:14] @elonmusk - RT @DurantQuotesBot: There is always, in any society, a minority whose instincts rejoice in the permission to persecute; it is a release fr… (Tue 11:31:57) https://x.com/_/status/1818353856058982433
[24/07/30 11:54:29] @elonmusk - RT @stillgray: Venezuelan opposition leader María Corina Machado declares: “Military servicemen saw with their own eyes the triumph of a co… (Tue 11:48:27) https://x.com/_/status/1818358007652401310
[24/07/30 12:08:27] @elonmusk - RT @visegrad24: BREAKING: The streets of Caracas are packed to the brim with protesters out to support opposition leader María Corina Mach… (Tue 12:05:47) https://x.com/_/status/1818362369896304843
[24/07/30 17:16:19] @elonmusk - RT @MariaCorinaYA: Ganó Edmundo, Ganó Venezuela 🇻🇪  Conoce en vivo los resultados de la elección presidencial del 28J:  https://t.co/ikmJ… (Tue 17:09:55) https://x.com/_/status/1818438908654555341
[24/07/30 19:57:15] @elonmusk - RT @JMilei: RESULTADOS VENEZUELA https://t.co/fw0C9zsNhd https://resultadosconvzla.com/ (Tue 19:55:34) https://x.com/_/status/1818480595896615280
[24/07/30 20:25:22] @elonmusk - RT @DavidSacks: The biggest divide in the electorate is between people who get their information from independent media and those who are b… (Tue 20:11:51) https://x.com/_/status/1818484695178658268
[24/07/31 00:21:05] @elonmusk - RT @AdrianDittmann: The quality of real-time news on this platform has become better than anywhere else. Whenever the news breaks, many ju… (Wed 00:17:40) https://x.com/_/status/1818546556993507491
[24/07/31 00:28:07] @elonmusk - RT @alex_avoigt: In the first half of 2024 more solar and wind power was generated and consumed in the 🇪🇺 EU than fossil power. The trend… (Wed 00:22:54) https://x.com/_/status/1818547873841398185
[24/07/31 07:21:20] @elonmusk - RT @cb_doge: 𝕏 一 #1 Social Network 🥇 https://pbs.twimg.com/ext_tw_video_thumb/1818648435396165635/pu/img/I89hq82WNgy3d5W3.jpg (video) (Wed 07:18:53) https://x.com/_/status/1818652560112468245
[24/07/31 07:42:25] @elonmusk - RT @alx: I’m sure there will be a massive advertising boycott of Meta like companies did when they saw “mean words” on 𝕏, right? (Wed 07:37:12) https://x.com/_/status/1818657168868229157
[24/07/31 08:45:32] @elonmusk - RT @XData: All eyes are on #Paris2024 with over 3.2B video views and 28B impressions globally so far. https://pbs.twimg.com/media/GT027Q8WkAMm1jv.jpg (photo) (Wed 08:44:24) https://x.com/_/status/1818674080410984481
[24/07/31 16:20:34] @elonmusk - RT @cybertruck: Paint job by Mother Nature https://pbs.twimg.com/media/GT14ZpNbwAAYgaV.jpg (photo) (Wed 16:13:54) https://x.com/_/status/1818787198298472646
[24/08/01 05:57:16] @elonmusk - RT @OliLondonTV: Father wins full custody of his 4 year old son after the mother turned the boy Non-Binary.  Harrison Tinsley had been blo… (Thu 05:51:56) https://x.com/_/status/1818993065505276001
[24/08/01 10:51:16] @elonmusk - RT @HSajwanization: Facebook, Meta, LinkedIn              𝕏 https://pbs.twimg.com/media/GT6WnFTWMAAdVxk.jpg (photo), https://pbs.twimg.com/media/GT6WnFfXYAEmWLQ.jpg (photo) (Thu 10:47:22) https://x.com/_/status/1819067413167509698
[24/08/01 10:58:18] @elonmusk - RT @WholeMarsBlog: ooooo X app for iPad now available on macOS https://pbs.twimg.com/media/GT6gmdtbgAAbBWy.jpg (photo) (Thu 10:53:23) https://x.com/_/status/1819068926254346595
[24/08/01 22:03:20] @elonmusk - RT @SpaceX: Propellant load is underway for tonight’s launch of 23 @Starlink satellites from Florida → http://spacex.com/launches (Thu 21:57:07) https://x.com/_/status/1819235960908874168
[24/08/02 07:00:20] @elonmusk - RT @cybertruck: First prototype Cybertruck with in-house dry cathode 4680 cells – making it an all dry electrode vehicle https://t.co/NzJxK… (Fri 06:54:54) https://x.com/_/status/1819371300357656890
[24/08/02 08:45:27] @elonmusk - RT @BillMelugin_: BREAKING: The Biden administration has temporarily paused its controversial CHNV mass parole program that allows migrants… (Fri 08:40:28) https://x.com/_/status/1819397864188969146
[24/08/02 12:50:22] @elonmusk - RT @Jason: I’m a benefit of the doubt and always assume good faith guy. However, we are being asked:  A. To NOT believe what we see with… (Fri 12:46:23) https://x.com/_/status/1819459751690096930
[24/08/02 12:50:26] @elonmusk - RT @cb_doge: You can watch the long form videos and podcasts on big screen using screen-cast feature.  https://pbs.twimg.com/amplify_video_thumb/1709752914548334592/img/7S2M27lXsOkeycER.jpg (video) (Fri 12:44:08) https://x.com/_/status/1819459184620195930
[24/08/02 19:01:13] @elonmusk - RT @cb_doge: The revenue you generate depends on the number of verified ad impressions you receive. I recommend encouraging your audience t… (Fri 18:35:43) https://x.com/_/status/1819547664804897200
[24/08/03 13:11:16] @elonmusk - RT @SpaceX: Performance stats of previous versions: Raptor 1 (sea level variant) Thrust: 185tf Specific impulse: 350s Engine mass: 2080kg… (Sat 13:05:36) https://x.com/_/status/1819826977055850760
[24/08/03 20:11:20] @elonmusk - RT @johnkrausphotos: https://pbs.twimg.com/media/GUFjNC5XMAAbTnZ.jpg (photo) (Sat 20:08:01) https://x.com/_/status/1819933282210808173
[24/08/04 01:59:07] @elonmusk - RT @SpaceX: Falcon 9 lands on the Of Course I Still Love You droneship, completing this booster’s sixth mission https://pbs.twimg.com/amplify_video_thumb/1819999861057482752/img/z5yko6YYM30SaLjA.jpg (video) (Sun 01:54:58) https://x.com/_/status/1820020594160869515
[24/08/04 01:59:09] @elonmusk - RT @SpaceX: Falcon 9 delivers 23 @Starlink satellites to orbit from California https://pbs.twimg.com/media/GUIB-XnbQAAYFlB.jpg (photo), https://pbs.twimg.com/media/GUIB-YMaEAAUVd8.jpg (photo) (Sun 01:54:35) https://x.com/_/status/1820020498320724403
[24/08/04 10:44:19] @elonmusk - RT @cb_doge: SpaceX’s mission is to extend consciousness to Mars and then the stars. https://pbs.twimg.com/ext_tw_video_thumb/1820046989054418944/pu/img/orPBo6KDwk9WLTAm.jpg (video) (Sun 10:39:31) https://x.com/_/status/1820152598894199152
[24/08/05 07:35:14] @elonmusk - RT @KettlebellDan: what can we do to make 𝕏 subscriptions better? (Mon 07:33:07) https://x.com/_/status/1820468077852598435
[24/08/05 14:00:34] @elonmusk - RT @SpaceX: Tracking footage of Falcon 9’s first stage booster landing and sonic boom https://pbs.twimg.com/ext_tw_video_thumb/1820561296112431104/pu/img/0RdolDlKNVJHnkzt.jpg (video) (Mon 13:58:48) https://x.com/_/status/1820565140686979506
[24/08/06 04:12:09] @elonmusk - RT @cb_doge: Citizen Journalism can make this world a better place. I strongly encourage people around the world to post news about events… (Tue 04:06:51) https://x.com/_/status/1820778560694472786
[24/08/06 04:54:18] @elonmusk - RT @johnkrausphotos: https://pbs.twimg.com/media/GUS6hmpXcAAMon0.jpg (photo) (Tue 04:48:26) https://x.com/_/status/1820789024535068704
[24/08/06 05:22:15] @elonmusk - RT @micsolana: please find it https://pbs.twimg.com/media/GUQUrJNXEAAAtve.jpg (photo) (Tue 05:21:34) https://x.com/_/status/1820797361515352305
[24/08/06 05:50:21] @elonmusk - RT @cb_doge: UK Soon: https://pbs.twimg.com/media/GUTKjhoWIAAUAuM.jpg (photo) (Tue 05:47:13) https://x.com/_/status/1820803816872161618
[24/08/07 02:06:11] @elonmusk - RT @lindayaX: A Message to X Users https://pbs.twimg.com/amplify_video_thumb/1820836258446221312/img/1I1W66CT9KhGBcXW.jpg (video) (Wed 01:59:04) https://x.com/_/status/1821108788968980830
[24/08/07 22:17:23] @elonmusk - RT @MarioNawfal: 🚨🇺🇸STARLINK REVOLUTIONIZES RURAL INTERNET ACCESS During a fireside chat, SpaceX President & COO Gwynne Shotwell confirmed… (Wed 22:10:02) https://x.com/_/status/1821413539590082687
[24/08/08 01:24:10] @elonmusk - RT @cb_doge: Same ad on two platforms, 𝕏 and Instagram. 𝕏 - ad got community noted for using fake gameplay video.... truth > money Instag… (Thu 01:22:19) https://x.com/_/status/1821461927681482947
[24/08/08 01:24:12] @elonmusk - RT @0rf: EXCLUSIVE: In a newly discovered Zoom recording, the Biden/Harris team reveals how they manipulated voters to think Biden's mental… (Thu 01:21:31) https://x.com/_/status/1821461728355619031
[24/08/08 01:24:14] @elonmusk - RT @cb_doge: 𝕏 is ranked #1 in both categories 🇺🇸 Share this with everyone because mainstream media will never show it. Encourage your fam… (Thu 01:18:30) https://x.com/_/status/1821460967261421664
[24/08/08 01:31:06] @elonmusk - RT @shellenberger: Tim Walz says he cares about public safety and freedom, but he doesn't. In 2020, he waited 3 days to deploy the National… (Thu 01:27:56) https://x.com/_/status/1821463340654432359
[24/08/08 01:31:08] @elonmusk - RT @MarioNawfal: 🇺🇸 SPACEX SETS DATE FOR HISTORIC POLARIS DAWN MISSION They are aiming for August 26 to begin the launch of Polaris Dawn,… (Thu 01:24:33) https://x.com/_/status/1821462492423553438
[24/08/08 01:59:10] @elonmusk - RT @andst7: “Freedom is much like the air: one notices how important it is just when it begins to be lacking” (Thu 01:53:07) https://x.com/_/status/1821469679577129018
[24/08/08 02:34:07] @elonmusk - RT @esa: Sometimes, Mars just seems to smile back at you 🙂 (Thu 02:30:05) https://x.com/_/status/1821478981159252047
[24/08/08 02:34:09] @elonmusk - RT @elon_docs: Elon Musk: At a certain point, the AI will be smarter than all humans combined. I think the most important thing at that poi… (Thu 02:29:38) https://x.com/_/status/1821478867279688084
[24/08/09 23:34:13] @elonmusk - RT @dogeofficialceo: “You’re sheltering shitposters under your floorboards, are you not?” https://pbs.twimg.com/media/GUjeja0WsAwiQ9V.jpg (photo) (Fri 23:26:43) https://x.com/_/status/1822157611296280641
[24/08/09 23:41:09] @elonmusk - RT @WallStreetSilv: The UK police now … https://pbs.twimg.com/media/GUkCCGXW8AAllGO.jpg (photo) (Fri 23:33:58) https://x.com/_/status/1822159438884593930
[24/08/10 05:36:19] @elonmusk - RT @MarioNawfal: ELON: FREEDOM OF SPEECH IS THE BEDROCK OF DEMOCRACY “If the truth is suppressed, it is impossible to make an informed vot… (Sat 05:15:15) https://x.com/_/status/1822245323764281415
[24/08/10 05:50:24] @elonmusk - RT @Not_the_Bee: The Trump team just released this montage of Kamala Harris speaking and I cannot believe this lady is our vice president h… (Sat 05:48:19) https://x.com/_/status/1822253645154459690
[24/08/10 12:50:33] @elonmusk - RT @historyinmemes: Bee Gees acapella of "How deep is your love" might be better than the original version (1998) https://pbs.twimg.com/ext_tw_video_thumb/1822194962269696000/pu/img/-juXSA3UidueAErF.jpg (video) (Sat 12:46:42) https://x.com/_/status/1822358934587388182
[24/08/10 13:25:38] @elonmusk - RT @cb_doge: The reason why Elon Musk is constantly targeted by the media. https://pbs.twimg.com/media/GUpY-uFaIAA_ulK.jpg (photo) (Sat 13:21:07) https://x.com/_/status/1822367596739510719
[24/08/10 18:54:19] @elonmusk - RT @MarioNawfal: 🚨MUST WATCH: MR. BEAN'S DEFINITIVE DEFENSE OF FREE SPEECH (FULL VIDEO) Rowan Atkinson: "The clear problem with the outla… (Sat 18:47:01) https://x.com/_/status/1822449612705472792
[24/08/11 07:28:24] @elonmusk - RT @SpaceX: Falcon 9 delivers 21 @Starlink satellites to low-Earth orbit from pad 40 in Florida https://pbs.twimg.com/media/GUoHXVEaQAACn99.jpg (photo), https://pbs.twimg.com/media/GUoHZM-bIAAqG37.jpg (photo), https://pbs.twimg.com/media/GUoHa-5aoAAPu0x.jpg (photo) (Sun 07:21:04) https://x.com/_/status/1822639375488057507
[24/08/11 21:49:17] @elonmusk - RT @boringcompany: Prufrock-4 has begun testing in Boring Factory in Bastrop, TX.  Prufrock-4 is 308 feet long (~1 football field), weighs… (Sun 21:44:36) https://x.com/_/status/1822856687721791865
[24/08/12 07:14:18] @elonmusk - RT @SpaceX: Falcon 9 ascends with the dawn and 23 @Starlink satellites https://pbs.twimg.com/ext_tw_video_thumb/1822963511137628160/pu/img/2pRgYz3X0bJNoeUw.jpg (video), https://pbs.twimg.com/media/GUx3pyGboAA6i0B.jpg (photo), https://pbs.twimg.com/media/GUx3pzuawAAunCU.jpg (photo), https://pbs.twimg.com/media/GUx3p1gakAAI62B.jpg (photo) (Mon 07:07:37) https://x.com/_/status/1822998375484305479
[24/08/12 17:02:20] @elonmusk - RT @realDonaldTrump: https://twitter.com/i/spaces/1nAKEpNkLwoxL (Mon 16:57:31) https://x.com/_/status/1823146831406338500
[24/08/12 21:21:21] @elonmusk - RT @ajtourville: Elon Musk: “Inflation comes from government overspending because the checks never bounce when it’s written by the governme… (Mon 21:16:53) https://x.com/_/status/1823212101172924503
[24/08/12 21:28:25] @elonmusk - RT @DanielDiMartino: Elon Musk might be the most positive influence Trump has. In the space so far he has advanced: - Cutting government s… (Mon 21:21:20) https://x.com/_/status/1823213224009110011
[24/08/13 10:58:19] @elonmusk - RT @MarioNawfal: ELON: CITIZEN JOURNALISM OUTPACES LEGACY MEDIA “Citizen journalism from actual domain experts and people actually on the… (Tue 10:57:46) https://x.com/_/status/1823418684800688640
[24/08/13 10:58:21] @elonmusk - RT @realJeremyCarl: Do I need to spell it out for you? https://pbs.twimg.com/media/GU0Mugna8AAYBGU.png (photo) (Tue 10:52:31) https://x.com/_/status/1823417361975935355
[24/08/13 23:20:20] @elonmusk - RT @lxuechen: Have been post-training Grok2 for a while and am excited to share that it’s officially out!! We’ve been testing early versio… (Tue 23:17:01) https://x.com/_/status/1823604723553067156
[24/08/13 23:48:13] @elonmusk - RT @ajtourville: Grok 2 (beta) is truthful and well informed https://t.co/A50ISfQwLl https://x.com/i/grok/share/4E3Ptks34fuedLm2NpdXsP088 (Tue 23:46:36) https://x.com/_/status/1823612165565391307
[24/08/14 07:56:25] @elonmusk - RT @farzyness: The US has a fertility crisis, but we can easily fix it. The fertility rate in the US is below replacement rate, at 1.78 bi… (Wed 07:49:04) https://x.com/_/status/1823733583913337338
[24/08/14 08:45:27] @elonmusk - RT @cb_doge: Just a reminder: 𝕏 will pay legal bills of users 'unfairly treated' by their employer due to posting something on this platfo… (Wed 08:40:06) https://x.com/_/status/1823746426440179950
[24/08/14 12:29:04] @elonmusk - RT @dogeofficialceo: I'm not sure there's a better bang-for-your-buck subscription than X Premium on the market right now. 🔥 (Wed 12:28:39) https://x.com/_/status/1823803944260485150
[24/08/14 12:43:16] @elonmusk - RT @shaunmmaguire: Grok-2 is a crazy improvement, go play with it (Wed 12:36:43) https://x.com/_/status/1823805974605652406
[24/08/14 14:42:21] @elonmusk - RT @cb_doge: This image was generated by AI using Grok. https://pbs.twimg.com/media/GU-LzOXWwAAK2i8.jpg (photo) (Wed 14:25:36) https://x.com/_/status/1823833376182427747
[24/08/15 19:50:20] @elonmusk - RT @thecaptain_nemo: https://pbs.twimg.com/media/GVD8dBzaEAAjPIc.jpg (photo) (Thu 19:46:05) https://x.com/_/status/1824276414931116276
[24/08/16 05:57:16] @elonmusk - RT @SpaceX: Falcon 9 launches the @Maxar 2 mission to orbit from Florida and lands on Landing Zone 1 https://pbs.twimg.com/media/GVCfdYwbAAACy88.jpg (photo), https://pbs.twimg.com/media/GVCfdZBaEAENMNj.jpg (photo), https://pbs.twimg.com/media/GVCfgaJaEAUD0JU.jpg (photo), https://pbs.twimg.com/media/GVCfiWiaEAAYkJ9.jpg (photo) (Fri 05:51:10) https://x.com/_/status/1824428691138429068
[24/08/16 19:43:19] @elonmusk - RT @SpaceX: Falcon 9 launches 116 spacecraft to orbit, completing our 375th mission! https://pbs.twimg.com/media/GVJeHRqWwAADN3I.jpg (photo), https://pbs.twimg.com/media/GVJeHi8WMAARBLh.jpg (photo), https://pbs.twimg.com/media/GVJeHvsXUAA-0-2.jpg (photo), https://pbs.twimg.com/media/GVJeIAXX0AAYHYn.jpg (photo) (Fri 19:40:09) https://x.com/_/status/1824637308215189742
[24/08/16 20:25:22] @elonmusk - RT @MarioNawfal: DOUGLAS MURRAY: ELON HAS THE GUTS TO SAY THE TRUTH ON THE SITUATION IN THE UK  “Jonathan Freedland of the Guardian [who c… (Fri 20:17:40) https://x.com/_/status/1824646750352609687
[24/08/16 21:42:11] @elonmusk - RT @DongWookChung2: Community Spam Setting is now accessible to all admins with the web and the latest version of the mobile apps (Fri 21:36:34) https://x.com/_/status/1824666605713825956
[24/08/16 21:49:12] @elonmusk - RT @WallStreetSilv: Flashback: NPR CEO Katherine Maher telling us that the “truth gets in the way of getting things done” 👀👀 This is what… (Fri 21:45:52) https://x.com/_/status/1824668946445865108
[24/08/17 09:13:21] @elonmusk - RT @GlobalAffairs: https://pbs.twimg.com/media/GVMgoSgasAASVkV.jpg (photo), https://pbs.twimg.com/media/GVMgp_9aIAAsdsP.jpg (photo), https://pbs.twimg.com/media/GVMgrlyawAAv-i4.jpg (photo), https://pbs.twimg.com/media/GVMgrl2aoAAheEU.jpg (photo) (Sat 09:07:33) https://x.com/_/status/1824840500266111173
[24/08/17 09:13:23] @elonmusk - RT @GlobalAffairs: Last night, Alexandre de Moraes threatened our legal representative in Brazil with arrest if we do not comply with his c… (Sat 09:07:29) https://x.com/_/status/1824840482633244927
[24/08/17 09:27:20] @elonmusk - RT @RobertMSterling: People need to stop overreacting about Kamala’s plan to reduce food inflation, as if it would lead to communism, mass… (Sat 09:24:24) https://x.com/_/status/1824844738484441186
[24/08/17 10:02:05] @elonmusk - RT @cb_doge: 𝕏 is the #1 news app in Brazil on the AppStore. Alexandre de Moraes is demanding censorship of the only source of truth in Br… (Sat 10:01:27) https://x.com/_/status/1824854062631710875
[24/08/17 12:57:20] @elonmusk - RT @DeanUsma: “Curiosity. Try to read as much as possible. Learn as much as possible in many different fields and apply critical thinking.”… (Sat 12:55:00) https://x.com/_/status/1824897737239785558
[24/08/18 05:57:12] @elonmusk - RT @niccruzpatane: UPDATED: Since buying our Tesla Model Y Performance in September of 2021, these features have been added all through OTA… (Sun 05:52:45) https://x.com/_/status/1825153865177579846
[24/08/18 05:57:14] @elonmusk - RT @Tesla: Parents – New Parental Controls give you safety & peace of mind while your teen's out driving Set max speed limit, reduce acce… (Sun 05:52:13) https://x.com/_/status/1825153729085018175
[24/08/19 01:31:07] @elonmusk - RT @Rothmus: 🤦‍♂️ https://pbs.twimg.com/media/GVUQ_5SXAAANNH7.jpg (photo) (Mon 01:29:05) https://x.com/_/status/1825449897937571951
[24/08/19 08:10:23] @elonmusk - RT @PolarisProgram: Join the Polaris Dawn crew and SpaceX at 1 p.m. ET here on X for a mission overview briefing live from Florida Learn m… (Mon 08:04:26) https://x.com/_/status/1825549392860082521
[24/08/19 08:31:21] @elonmusk - RT @ajtourville: Happy National Aviation Day! How it started                How it's going (Mon 08:28:08) https://x.com/_/status/1825555353909780637
[24/08/19 08:31:27] @elonmusk - RT @SawyerMerritt: Next week, 434 miles above the Earth, @rookisaacman will attempt the first-ever private spacewalk. The Polaris Dawn cre… (Mon 08:25:54) https://x.com/_/status/1825554794121179570
[24/08/20 10:23:09] @elonmusk - RT @SpaceX: Liftoff of Falcon 9! https://pbs.twimg.com/amplify_video_thumb/1825885758760296448/img/eUcI5ZTum1TsCU0q.jpg (video) (Tue 10:20:58) https://x.com/_/status/1825946137792074098
[24/08/20 10:23:11] @elonmusk - RT @SpaceX: Successful landing, completing the first launch and landing for this Falcon booster https://pbs.twimg.com/amplify_video_thumb/1825887682452664320/img/nYD0j30tx07UBkF2.jpg (video) (Tue 10:20:52) https://x.com/_/status/1825946113737896279
[24/08/21 05:57:22] @elonmusk - RT @ajtourville: SpaceX is set to surpass Gemini 11's altitude record with its Polaris Dawn mission – @SpaceX Falcon 9 rocket will initiall… (Wed 05:54:00) https://x.com/_/status/1826241343183790085
[24/08/21 06:18:21] @elonmusk - RT @ICannot_Enough: I fixed the inflation meme: https://pbs.twimg.com/media/GVcXSOfWwAAxY1Q.jpg (photo) (Wed 06:16:10) https://x.com/_/status/1826246918374314325
[24/08/21 06:46:09] @elonmusk - RT @AdamLaxalt: My firm Cooper & Kirk has teamed up again with Mountain States @MSLF to fight against DEI in the Federal Government. This t… (Wed 06:41:08) https://x.com/_/status/1826253203555713263
